RT_title,RT_aud_score,RT_crit_score,RT_mpaa_rating,RT_runtime,RT_year,num_title,num_month,num_day,num_year,num_budget,num_gross
Shade,59,67,R,95,2003,Shade,4,9,2004,6800000,25032
Bran Nue Dae,53,57,PG-13,88,2009,Bran Nue Dae,9,10,2010,6750000,113568
"Ricordati di me, (Remember Me, My Love)",60,55,Unrated,124,2003,Remember Me My Love,9,3,2004,6700000,223878
Perrier's Bounty,47,57,Unrated,88,2009,Perriers Bounty,5,21,2010,6600000,828
Tropa de Elite (The Elite Squad),87,53,R,114,2008,Tropa de Elite,9,19,2008,6537890,8744
Hannah Montana/Miley Cyrus: Best of Both Worlds Concert Tour,69,72,G,75,2008,Hannah MontanaMiley Cyrus Best of Both Worlds Concert Tour,2,1,2008,6500000,65281781
Boyz n the Hood,93,96,R,112,1991,Boyz n the Hood,7,12,1991,6500000,56190094
The Four Seasons,75,86,PG,107,1981,The Four Seasons,5,22,1981,6500000,42488161
Dressed to Kill,75,84,R,105,1980,Dressed to Kill,1,1,1980,6500000,31899000
The Adventures of Huck Finn,50,69,PG,108,1993,The Adventures of Huck Finn,4,2,1993,6500000,24103594
Gone in 60 Seconds (Gone in Sixty Seconds),78,25,PG-13,117,2000,Go,4,9,1999,6500000,16875273
Friends With Money,40,72,R,88,2006,Friends with Money,4,7,2006,6500000,13368437
Bats,14,17,R,91,1999,Bats,10,22,1999,6500000,10155691
Shame,75,79,NC-17,101,2011,Shame,12,2,2011,6500000,4002293
Layer Cake,85,81,R,105,2004,Layer Cake,5,13,2005,6500000,2339957
The Work and the Glory II: American Zion,79,45,PG-13,100,2005,The Work and the Glory American Zion,10,21,2005,6500000,2025032
The Messenger,75,90,R,113,2009,The Messenger,11,13,2009,6500000,1109660
A Home at the End of the World,68,49,R,97,2004,A Home at the End of the World,7,23,2004,6500000,1029017
Tracker,50,85,R,102,2010,Tracker,12,31,2011,6500000,0
The Terminator,88,100,R,108,1984,The Terminator,10,26,1984,6400000,38019031
Control,89,87,R,122,2007,Control,10,10,2007,6400000,871577
The Damned United,85,94,R,97,2009,The Damned United,10,9,2009,6400000,449865
Return of the Living Dead Part II,43,0,R,90,1988,Return of the Living Dead Part II,1,15,1988,6200000,9205924
Mallrats,83,54,R,95,1995,Mallrats,10,20,1995,6100000,2108367
Platoon,93,88,R,113,1986,Platoon,12,19,1986,6000000,137963328
Fahrenheit 9/11,69,83,R,122,2004,Fahrenheit 911,6,23,2004,6000000,119114517
Ordinary People,88,92,R,124,1980,Ordinary People,9,19,1980,6000000,52302978
Caddyshack,88,76,R,98,1980,Caddyshack,7,25,1980,6000000,39846344
The Brothers,86,63,R,101,2001,The Brothers,3,23,2001,6000000,27457409
The Wrestler,88,98,R,109,2008,The Wrestler,12,17,2008,6000000,26238243
Do the Right Thing,90,96,R,120,1989,Do the Right Thing,6,30,1989,6000000,26004026
Escape from New York,77,83,R,99,1981,Escape from New York,7,10,1981,6000000,25244700
The Wood,93,61,R,106,1999,The Wood,7,16,1999,6000000,25059640
The Usual Suspects,96,88,R,105,1995,The Usual Suspects,8,16,1995,6000000,23341568
A Nightmare on Elm Street 5 - The Dream Child,33,33,R,89,1989,A Nightmare On Elm Street The Dream Child,8,11,1989,6000000,22168359
National Lampoon's Van Wilder (Party Liaison),74,18,R,95,2002,National Lampoons Van Wilder,4,5,2002,6000000,21305259
Best in Show,89,95,PG-13,90,2000,Best in Show,9,27,2000,6000000,18621249
The Last King of Scotland,89,87,R,123,2006,The Last King of Scotland,9,27,2006,6000000,17606684
A Mighty Wind,76,88,PG-13,87,2003,A Mighty Wind,4,16,2003,6000000,17583468
School Daze,82,58,R,120,1988,School Daze,2,12,1988,6000000,14545844
Daddy Day Camp,38,1,PG,85,2007,Daddy Day Camp,8,8,2007,6000000,13235267
Mystic Pizza,54,78,R,101,1988,Mystic Pizza,10,21,1988,6000000,12793213
Mr. Nice Guy (Yat goh hiu yan),44,43,PG-13,87,1998,Mr Nice Guy,3,20,1998,6000000,12716953
Sliding Doors,78,63,PG-13,99,1998,Sliding Doors,4,24,1998,6000000,11911200
Tales from the Hood,69,38,R,97,1995,Tales from the Hood,5,24,1995,6000000,11784569
Halloween 5: The Revenge of Michael Myers,40,14,R,96,1989,Halloween 5 The Revenge of Michael Myers,10,13,1989,6000000,11642254
The Words,50,22,PG-13,96,2012,The Words,9,7,2012,6000000,11494838
Pollock,74,81,R,123,2000,Pollock,12,15,2000,6000000,8596914
Dolphins and Whales 3D: Tribes of the Ocean,69,80,G,42,2008,Dolphins and Whales Tribes of the Ocean 3D,2,15,2008,6000000,7714996
200 Cigarettes,60,28,R,101,1999,200 Cigarettes,2,26,1999,6000000,6852450
City Island,80,81,PG-13,100,2009,City Island,3,19,2010,6000000,6671283
Casa de mi padre,37,44,R,84,2012,Casa de mi Padre,3,16,2012,6000000,5909483
The Guard,81,95,R,96,2011,The Guard,7,29,2011,6000000,5359774
The Virgin Suicides,81,76,R,97,1999,The Virgin Suicides,4,21,2000,6000000,4859475
College,27,5,R,94,2008,College,8,29,2008,6000000,4694491
Little Voice,75,79,R,1,1998,Little Voice,12,4,1998,6000000,4595000
Simply Irresistible,55,13,PG-13,95,1999,Simply Irresistible,2,5,1999,6000000,4398989
Venus,74,89,R,95,2006,Venus,12,21,2006,6000000,3347411
Hedwig and the Angry Inch,93,92,R,91,2001,Hedwig and the Angry Inch,7,20,2001,6000000,3067312
Shattered Glass,79,91,PG-13,95,2003,Shattered Glass,10,31,2003,6000000,2207975
The Wackness,73,69,R,99,2008,The Wackness,7,3,2008,6000000,2077046
Novocaine,39,38,R,94,2001,Novocaine,11,16,2001,6000000,2025238
Snow Flower And The Secret Fan,48,21,PG-13,104,2011,Snow Flower and the Secret Fan,7,15,2011,6000000,1348205
The Business of Strangers,52,80,R,84,2001,The Business of Strangers,12,7,2001,6000000,1030920
Beastmaster 2: Through the Portal of Time,34,17,PG-13,107,1991,Beastmaster 2 Through the Portal of Time,8,30,1991,6000000,773490
The 5th Quarter,65,40,PG-13,98,2010,The 5th Quarter,3,25,2011,6000000,408159
Morvern Callar,74,84,R,97,2002,Morvern Callar,12,20,2002,6000000,267194
The Flower of Evil,49,65,R,105,2003,The Flower of Evil,10,10,2003,6000000,181798
Come Early Morning,48,83,R,95,2006,Come Early Morning,11,10,2006,6000000,119452
The Greatest,54,52,R,100,2009,The Greatest,4,2,2010,6000000,115862
Julia,66,75,R,138,2008,Julia,5,8,2009,6000000,65108
Lucky Break,51,48,PG-13,107,2001,Lucky Break,4,5,2002,6000000,54606
Lake of Fire,91,93,Unrated,152,2006,Lake of Fire,10,3,2007,6000000,25317
Don McKay,23,40,R,87,2009,Don McKay,4,2,2010,6000000,13722
The Hit List,21,-1,R,90,2011,Hit List The,5,10,2011,6000000,0
A Shine of Rainbows,71,44,PG,100,2010,A Shine of Rainbows,3,15,2011,6000000,0
Men of War,45,-1,R,102,1994,Men of War,12,31,1995,6000000,0
Videodrome,81,80,R,89,1983,Videodrome,2,4,1983,5952000,2120439
Emma,77,83,PG,120,1996,Emma,8,2,1996,5900000,22231658
L'Auberge Espagnole (Pot Luck)(Euro Pudding)(The Spanish Apartment),87,77,R,115,2002,Lauberge espagnole,5,16,2003,5900000,3895664
The Protector (Tom yum goong) (Warrior King),76,54,R,109,2006,Tom yum goong,9,8,2006,5700000,12044087
Stiff Upper Lips,41,38,R,86,1999,Stiff Upper Lips,8,27,1999,5700000,69582
The Inbetweeners,71,54,R,97,2012,The Inbetweeners,9,7,2012,5700000,35955
Bend It Like Beckham,73,85,PG-13,112,2002,Bend it Like Beckham,3,12,2003,5600000,32543449
Crossover,59,2,PG-13,95,2006,Crossover,9,1,2006,5600000,7009668
Sunshine State,56,80,PG-13,141,2002,Sunshine State,6,21,2002,5600000,3064356
Chariots of Fire,82,85,PG,124,1981,Chariots of Fire,9,25,1981,5500000,57159946
Diary of a Mad Black Woman,87,16,PG-13,103,2005,Diary of a Mad Black Woman,2,25,2005,5500000,50406346
Shine,90,91,PG-13,105,1996,Shine,11,22,1996,5500000,35811509
Don Jon,62,81,R,90,2013,Don Jon,9,27,2013,5500000,24477704
Ghost World,84,93,R,111,2001,Ghost World,7,20,2001,5500000,6217849
Iris,74,79,R,90,2001,Iris,12,14,2001,5500000,5580479
Galaxina,30,17,R,95,1980,Galaxina,6,6,1980,5500000,4865000
The Chorus (Les Choristes),92,68,PG-13,95,2005,Les Choristes,11,26,2004,5500000,3629758
Wonderland,67,34,R,104,2003,Wonderland,10,3,2003,5500000,1060512
Le Havre,75,99,PG,93,2011,Le Havre,10,21,2011,5500000,611709
Harvard Man,33,33,R,97,2001,Harvard Man,5,17,2002,5500000,56653
Salvation Boulevard,23,21,R,95,2011,Salvation Boulevard,7,15,2011,5500000,28468
Rang De Basanti (Paint it Yellow),95,80,Unrated,160,2005,Rang De Basanti,1,27,2006,5300000,2197694
A Room for Romeo Brass,93,68,R,87,1999,A Room for Romeo Brass,10,27,2000,5250000,20097
Saint Ralph,86,63,PG-13,98,2004,Saint Ralph,8,5,2005,5200000,795126
Somewhere in Time,89,59,PG,104,1980,Somewhere in Time,10,3,1980,5100000,9709597
My Big Fat Greek Wedding,73,76,PG,95,2002,My Big Fat Greek Wedding,4,19,2002,5000000,241438208
Crocodile Dundee,58,88,PG-13,97,1986,Crocodile Dundee,9,26,1986,5000000,174803506
Paranormal Activity 3,52,68,R,84,2011,Paranormal Activity 3,10,21,2011,5000000,104028807
Saw II,59,36,R,92,2005,Saw II,10,28,2005,5000000,87025093
Insidious: Chapter 2,60,37,PG-13,106,2013,Insidious Chapter 2,9,13,2013,5000000,83586447
Jackass - The Movie,76,48,R,84,2002,Jackass The Movie,10,25,2002,5000000,64282312
Paranormal Activity 4,36,24,R,90,2012,Paranormal Activity 4,10,19,2012,5000000,53900335
A Nightmare on Elm Street 3 - Dream Warriors,67,74,R,96,1987,A Nightmare On Elm Street 3 Dream Warriors,2,27,1987,5000000,44793222
Freddy's Dead - The Final Nightmare,35,20,R,89,1991,Freddys Dead The Final Nightmare,9,13,1991,5000000,34872033
Monster,81,82,R,109,2003,Monster,12,24,2003,5000000,34469210
Paranormal Activity: The Marked Ones,43,39,R,84,2014,Paranormal Activity The Marked Ones,1,3,2014,5000000,32316350
The Elephant Man,93,89,PG,123,1980,The Elephant Man,10,3,1980,5000000,26010864
Memento,94,92,R,116,2000,Memento,3,16,2001,5000000,25544867
Our Idiot Brother,52,67,R,100,2011,Our Idiot Brother,8,26,2011,5000000,24814830
Clerks II,84,63,R,97,2006,Clerks II,7,21,2006,5000000,24148068
The Players Club,87,31,R,104,1998,The Players Club,4,8,1998,5000000,23047939
Billy Elliot,89,85,R,110,2001,Billy Elliot,10,13,2000,5000000,21995263
The Way Way Back,85,85,PG-13,103,2013,The Way Way Back,7,5,2013,5000000,21502690
The Apostle,79,91,PG-13,134,1997,The Apostle,12,17,1997,5000000,20733485
The Man from Snowy River,90,80,PG,102,1982,The Man From Snowy River,11,3,1982,5000000,20659423
House Party 2,66,21,R,94,1991,House Party 2,10,23,1991,5000000,19438638
Doug's First Movie,31,26,G,77,1999,Dougs 1st Movie,3,26,1999,5000000,19421271
Mommie Dearest,74,55,PG,129,1981,Mommie Dearest,9,18,1981,5000000,19032000
Halloween 4: The Return of Michael Myers,55,29,R,88,1988,Halloween 4 The Return of Michael Myers,10,1,1988,5000000,17768757
Apollo 18,23,24,PG-13,88,2011,Apollo 18,9,2,2011,5000000,17686929
Halloween - The Curse of Michael Myers (Halloween 6),41,7,R,1,1995,Halloween The Curse of Michael Myers,9,29,1995,5000000,15126948
Eve's Bayou,90,80,R,109,1997,Eves Bayou,11,7,1997,5000000,14843425
Nighthawks,54,73,R,100,1981,Nighthawks,4,10,1981,5000000,14600000
Friday the 13th Part VIII - Jason Takes Manhattan,28,9,R,100,1989,Friday the 13th Part VIII Jason Takes Manhattan,7,28,1989,5000000,14343976
Spring Breakers,39,65,R,93,2013,Spring Breakers,3,15,2013,5000000,14124286
Shaun of the Dead,93,91,R,100,2004,Shaun of the Dead,9,24,2004,5000000,13542874
Lone Star,85,93,R,134,1996,Lone Star,6,21,1996,5000000,12961389
April Fool's Day,48,36,R,90,1986,April Fools Day,3,27,1986,5000000,12947763
Diner,78,96,R,110,1982,Diner,4,2,1982,5000000,12592907
Lone Wolf McQuade,67,-1,PG,107,1983,Lone Wolf McQuade,4,15,1983,5000000,12232628
Sunshine Cleaning,62,72,R,91,2008,Sunshine Cleaning,3,13,2009,5000000,12062558
The Beastmaster,53,42,PG,118,1982,The Beastmaster,8,20,1982,5000000,10751126
Not Easily Broken,68,33,PG-13,100,2009,Not Easily Broken,1,9,2009,5000000,10572742
Digimon - The Movie,65,25,PG,82,1999,Digimon The Movie,10,6,2000,5000000,9628751
Saved!,79,61,PG-13,92,2003,Saved,5,28,2004,5000000,8886160
The Barbarian Invasions (Les Invasions barbares),89,81,R,1,2003,Les invasions barbares,5,9,2003,5000000,8460000
The Forsaken,41,7,R,90,2001,The Forsaken,4,27,2001,5000000,6755271
UHF,78,57,PG,97,1989,UHF,7,21,1989,5000000,6157157
Sea Rex: Journey To A Prehistoric World 3D,41,-1,Unrated,41,2010,Sea Rex 3D Journey to a Prehistoric World,5,28,2010,5000000,6096582
Grandma's Boy,86,18,R,136,2006,Grandmas Boy,1,6,2006,5000000,6090172
Slums of Beverly Hills,68,80,R,91,1998,Slums of Beverly Hills,8,14,1998,5000000,5502773
Made,68,71,R,95,2001,Made,7,13,2001,5000000,5308707
Moon,89,89,R,97,2009,Moon,6,12,2009,5000000,5010163
Keeping Up With The Steins,38,37,PG-13,99,2006,Keeping Up with the Steins,5,12,2006,5000000,4339241
The Sweet Hereafter,87,100,R,110,1997,The Sweet Hereafter,10,10,1997,5000000,4306697
Of Gods and Men,76,93,PG-13,120,2011,Des Hommes et Des Dieux,2,25,2011,5000000,3954651
Jekyll and Hyde... Together Again,69,-1,R,87,1982,Jekyll and Hyde Together Again,8,27,1982,5000000,3707583
Everything Must Go,53,75,R,97,2011,Everything Must Go,5,13,2011,5000000,2712131
Rabbit Hole,72,86,PG-13,91,2010,Rabbit Hole,12,17,2010,5000000,2229058
Zero Effect,78,64,R,115,1998,Zero Effect,1,30,1998,5000000,2080693
The Machinist,83,77,R,98,2003,The Machinist,10,22,2004,5000000,1082044
Light Sleeper,64,90,R,103,1992,Light Sleeper,9,21,1992,5000000,1050861
Party Monster,76,29,R,97,2003,Party Monster,8,29,2003,5000000,742898
Bottle Rocket,80,80,R,105,1996,Bottle Rocket,2,21,1996,5000000,407488
Albino Alligator,42,44,R,97,1996,Albino Alligator,1,17,1997,5000000,353480
"Gandhi, My Father",71,40,PG,136,2007,Gandhi My Father,8,3,2007,5000000,240425
Standard Operating Procedure,79,79,R,118,2008,Standard Operating Procedure,4,25,2008,5000000,228830
No Looking Back,65,38,R,96,1998,No Looking Back,3,27,1998,5000000,143273
Oligarkh (Tycoon) (Tycoon: A New Russian),67,43,Unrated,128,2002,Tycoon,6,13,2003,5000000,121016
Desert Blue,50,37,R,90,1998,Desert Blue,6,4,1999,5000000,99147
Decoys,25,-1,R,95,2003,Decoys,2,27,2004,5000000,84733
redacted,45,44,R,90,2007,Redacted,11,16,2007,5000000,65388
Fascination,24,4,R,103,2004,Fascination,1,28,2005,5000000,16670
Farce of the Penguins,35,-1,R,80,2007,Farce of the Penguins,1,30,2007,5000000,0
Sling Blade,93,96,R,134,1996,Sling Blade,11,20,1996,4833610,24475416
Hostel,54,61,R,94,2006,Hostel,1,6,2006,4800000,47326473
Take Shelter,81,92,R,120,2011,Take Shelter,9,30,2011,4750000,1728953
Tristram Shandy: A Cock and Bull Story,66,90,R,94,2005,Tristram Shandy A Cock and Bull Story,1,27,2006,4750000,1253413
The Texas Chainsaw Massacre 2,45,42,R,90,1986,The Texas Chainsaw Massacre 2,8,22,1986,4700000,8025872
Lady in White,68,67,PG-13,92,1988,Lady in White,4,22,1988,4700000,1705139
Driving Lessons,71,48,PG-13,98,2006,Driving Lessons,10,13,2006,4700000,239962
Camping sauvage (Happy Camper),47,-1,Unrated,90,2004,Camping Sauvage,7,16,2004,4600000,3479302
Dear Frankie,91,81,PG-13,102,2004,Dear Frankie,3,4,2005,4600000,1340891
Savage Grace,39,38,Unrated,94,2007,Savage Grace,5,28,2008,4600000,434417
Out Of The Blue,0,-1,Unrated,92,2008,Out of the Blue,10,19,2007,4600000,728
Police Academy,64,44,R,102,1984,Police Academy,3,23,1984,4500000,81198894
Four Weddings and a Funeral,74,95,R,116,1994,Four Weddings and a Funeral,3,9,1994,4500000,52700832
Fast Times At Ridgemont High,80,79,R,90,1982,Fast Times at Ridgemont High,8,13,1982,4500000,27092880
Secrets & Lies,92,94,R,142,1996,Secrets  Lies,9,28,1996,4500000,13417292
25th Hour,85,78,R,134,2003,25th Hour,12,19,2002,4500000,13084595
Bound,82,92,R,107,1996,Bound,10,4,1996,4500000,3802260
Requiem for a Dream,93,78,R,101,2000,Requiem for a Dream,10,6,2000,4500000,3635482
Tango,87,67,PG-13,115,1998,Tango,2,12,1999,4500000,1687311
Salvador,86,92,R,123,1986,Salvador,4,23,1986,4500000,1500000
Saving Private Perez,69,-1,PG-13,104,2011,Salvando al Soldado Perez,9,2,2011,4500000,1400726
Donnie Darko,80,85,R,113,2001,Donnie Darko,10,26,2001,4500000,1270522
Karakter,0,-1,Unrated,,1999,Karakter,3,27,1998,4500000,713413
Mozart's Sister,55,75,Unrated,120,2011,Mozarts Sister,8,19,2011,4500000,707885
Spun,75,37,R,101,2002,Spun,3,14,2003,4500000,410241
Life During Wartime,48,69,R,97,2009,Life During Wartime,7,23,2010,4500000,281447
Sympathy for Lady Vengeance,87,74,R,114,2005,Chinjeolhan geumjassi,5,4,2006,4500000,211667
Blackthorn,63,75,R,98,2011,Blackthorn,10,7,2011,4500000,200558
Lilya 4-Ever (Lilja 4-ever),91,87,R,109,2002,Lilja 4ever,4,18,2003,4500000,181655
Mean Machine,73,34,R,98,2001,Mean Machine,2,22,2002,4500000,92723
Fong juk (Exiled),80,81,R,109,2006,Fong juk,8,31,2007,4500000,51957
Whale Rider,89,90,PG-13,105,2003,Whale Rider,6,6,2003,4300000,20779666
Sexy Beast,85,86,R,88,2001,Sexy Beast,6,13,2001,4300000,6946056
Paa,67,60,Unrated,133,2009,Paa,12,4,2009,4300000,199228
Night of the Living Dead,67,68,R,92,1990,Night of the Living Dead,10,19,1990,4200000,5835247
Animal Kingdom,100,-1,PG-13,540,2009,Animal Kingdom,8,13,2010,4200000,1044039
Love and Death on Long Island,57,86,PG-13,93,1997,Love and Death on Long Island,3,6,1998,4030000,2542264
Porky's,58,30,R,94,1981,Porkys,3,19,1982,4000000,109492484
The Crying Game,79,100,R,112,1992,The Crying Game,11,25,1992,4000000,62546695
Lost In Translation,86,95,R,105,2003,Lost in Translation,9,12,2003,4000000,44585453
Leaving Las Vegas,86,90,R,112,1995,Leaving Las Vegas,10,27,1995,4000000,31983777
Monster's Ball,67,85,R,111,2001,Monsters Ball,12,26,2001,4000000,31273922
The Kids Are All Right,73,93,R,104,2010,The Kids Are All Right,7,9,2010,4000000,20811365
The Last Exorcism Part II,27,16,PG-13,88,2013,The Last Exorcism Part II,3,1,2013,4000000,15179303
The Return of the Living Dead,79,90,R,90,1985,The Return of the Living Dead,8,16,1985,4000000,14237880
De-Lovely,66,48,PG-13,125,2004,DeLovely,6,25,2004,4000000,13337299
They Live,79,83,R,97,1988,They Live,11,4,1988,4000000,13000000
Saving Grace,84,63,R,94,2000,Saving Grace,8,4,2000,4000000,12178602
What the Bleep Do We Know!?,69,34,Unrated,108,2004,What the  Do We Know,2,6,2004,4000000,10941801
Scoop,56,40,PG-13,96,2006,Scoop,7,28,2006,4000000,10525717
The Wash,66,8,R,96,2001,The Wash,11,14,2001,4000000,10097096
3 Strikes,66,0,R,83,2000,3 Strikes,3,1,2000,4000000,9821335
The Visitor,84,89,PG-13,104,2008,The Visitor,4,11,2008,4000000,9427026
The Cooler,70,77,R,103,2003,The Cooler,11,26,2003,4000000,8291572
The Night Listener,35,40,R,81,2006,The Night Listener,8,4,2006,4000000,7836393
The Jerky Boys,53,9,R,81,1995,The Jerky Boys,2,3,1995,4000000,7555256
Bug,33,61,R,102,2006,Bug,5,25,2007,4000000,7006708
The Rules of Attraction,71,43,R,110,2002,The Rules of Attraction,10,11,2002,4000000,6525762
Let's Go To Prison,48,12,R,90,2006,Lets Go to Prison,11,17,2006,4000000,4630045
Four Rooms,71,14,R,102,1995,Four Rooms,12,25,1995,4000000,4301000
The Real Cancun,28,35,R,96,2003,The Real Cancun,4,25,2003,4000000,3816594
Talk Radio,80,80,R,109,1988,Talk Radio,12,1,1988,4000000,3468572
Waiting for Guffman,91,91,R,84,1997,Waiting for Guffman,1,31,1997,4000000,2922988
Love Stinks,65,19,R,94,1999,Love Stinks,9,10,1999,4000000,2793776
You Kill Me,60,78,R,92,2007,You Kill Me,6,22,2007,4000000,2426851
Thumbsucker,71,71,R,96,2005,Thumbsucker,9,16,2005,4000000,1328679
Red State,54,58,R,88,2011,Red State,3,5,2011,4000000,1065429
MirrorMask,81,54,PG,101,2005,MirrorMask,9,30,2005,4000000,864959
The Barbarians,52,-1,R,88,1987,Barbarians The,3,31,1987,4000000,800000
Poolhall Junkies,88,34,R,94,2002,Poolhall Junkies,2,28,2003,4000000,563711
The Loss of Sexual Innocence,61,47,R,106,1999,The Loss of Sexual Innocence,5,28,1999,4000000,399793
Prison,33,-1,R,102,1988,Prison,3,4,1988,4000000,354704
Shooting Fish,78,57,PG,105,1997,Shooting Fish,5,1,1998,4000000,302204
Adoration,50,61,R,100,2009,Adoration,5,8,2009,4000000,294244
Psycho Beach Party,67,55,Unrated,95,2000,Psycho Beach Party,8,4,2000,4000000,267972
The Big Tease,57,56,R,86,2000,The Big Tease,1,28,2000,4000000,185577
Mondays in the Sun (Los Lunes al sol),87,80,R,113,2002,Mondays in the Sun,7,25,2003,4000000,146402
Trust,65,78,R,104,2010,Trust,4,1,2011,4000000,120016
An Everlasting Piece,78,48,R,103,2000,An Everlasting Piece,12,22,2000,4000000,75078
Among Giants,40,60,R,90,1999,Among Giants,3,26,1999,4000000,64359
The Velocity of Gary,52,22,R,100,1998,The Velocity of Gary,7,16,1999,4000000,34145
Sonny,42,23,R,110,2002,Sonny,12,27,2002,4000000,17639
A Lonely Place to Die,51,77,R,100,2011,A Lonely Place to Die,3,20,2012,4000000,0
Geograf Globus Propil (The Geographer Drank His Globe Away),20,-1,Unrated,120,2013,Geograf globus propil,12,31,2013,4000000,0
The Helpers,20,-1,R,78,2013,The Helpers,12,31,2012,4000000,0
Down For Life,97,-1,R,92,2011,Down for Life,1,14,2011,3800000,41914
