Index	Release Date	Movie	Production Budget	Domestic Gross	Worldwide Gross
350	7/19/2013	RED 2	$84,000,000	$53,262,560	$137,162,560
351	6/23/2006	Click	$82,500,000	$137,355,633	$237,555,633
352	12/15/2006	Charlotte's Web	$82,500,000	$82,985,708	$143,985,708
353	2/14/2008	Jumper	$82,500,000	$81,168,265	$223,113,205
354	7/11/2008	Hellboy 2: The Golden Army	$82,500,000	$75,986,503	$160,388,063
355	5/27/2005	The Longest Yard	$82,000,000	$158,119,460	$190,320,568
356	8/13/2010	The Expendables	$82,000,000	$103,068,524	$268,268,174
357	11/17/2000	The 6th Day	$82,000,000	$34,543,701	$96,024,898
358	5/23/2003	Bruce Almighty	$81,000,000	$242,704,995	$483,473,962
359	3/23/2012	The Hunger Games	$80,000,000	$408,010,692	$684,510,692
360	5/21/1996	Mission: Impossible	$80,000,000	$180,981,886	$457,697,994
361	6/18/1992	Batman Returns	$80,000,000	$162,833,635	$266,824,291
362	5/7/1999	The Mummy	$80,000,000	$155,385,488	$416,385,488
363	5/19/2006	Over the Hedge	$80,000,000	$155,019,340	$336,002,981
364	6/21/2002	Lilo & Stitch	$80,000,000	$145,771,527	$245,800,000
365	5/8/1998	Deep Impact	$80,000,000	$140,464,664	$349,464,664
366	7/12/2013	Grown Ups 2	$80,000,000	$133,668,525	$247,023,808
367	3/11/2005	Robots	$80,000,000	$128,200,012	$260,700,012
368	2/19/2010	Shutter Island	$80,000,000	$128,012,934	$296,831,073
369	12/12/2003	Something's Gotta Give	$80,000,000	$124,685,242	$266,685,242
370	11/26/2008	Four Christmases	$80,000,000	$120,146,040	$163,546,040
371	6/27/1997	Face/Off	$80,000,000	$112,276,146	$241,200,000
372	12/25/2008	Bedtime Stories	$80,000,000	$110,101,975	$218,357,961
373	7/12/2002	The Road to Perdition	$80,000,000	$104,054,514	$183,354,514
374	2/11/2011	Just Go With It	$80,000,000	$103,028,109	$214,974,953
375	2/14/2003	Daredevil	$80,000,000	$102,543,518	$182,782,518
376	9/26/2008	Eagle Eye	$80,000,000	$101,440,743	$178,066,569
377	6/6/1997	Con Air	$80,000,000	$101,117,573	$224,117,573
378	12/25/2003	Cold Mountain	$80,000,000	$95,632,614	$161,632,614
379	1/15/2010	The Book of Eli	$80,000,000	$94,835,059	$158,750,817
380	11/26/1997	Flubber	$80,000,000	$92,993,801	$177,993,801
381	7/23/1999	The Haunting	$80,000,000	$91,188,905	$180,188,905
382	11/15/1996	Space Jam	$80,000,000	$90,463,534	$250,200,000
383	2/10/2006	The Pink Panther	$80,000,000	$82,226,474	$158,926,474
384	7/8/2011	Zookeeper	$80,000,000	$80,360,866	$170,485,247
385	12/12/2008	The Day the Earth Stood Still	$80,000,000	$79,366,978	$233,066,978
386	8/8/1997	Conspiracy Theory	$80,000,000	$76,118,990	$142,783,718
387	6/12/1998	Six Days, Seven Nights	$80,000,000	$74,339,294	$164,800,000
388	5/24/2002	Spirit: Stallion of the Cimarron	$80,000,000	$73,215,310	$106,515,310
389	6/8/2001	Swordfish	$80,000,000	$69,772,969	$147,080,413
390	4/3/1998	Lost In Space	$80,000,000	$69,117,629	$136,047,317
391	7/30/2004	The Manchurian Candidate	$80,000,000	$65,948,711	$96,148,711
392	11/22/2006	DÃ©jÃ  Vu	$80,000,000	$64,038,616	$181,038,616
393	6/24/2005	Bewitched	$80,000,000	$63,313,159	$131,159,306
394	1/1/2000	Fantasia 2000 (IMAX)	$80,000,000	$60,507,228	$60,507,228
395	3/8/2002	The Time Machine	$80,000,000	$56,684,819	$98,983,590
396	10/2/1998	What Dreams May Come	$80,000,000	$55,485,043	$71,485,043
397	12/25/1998	Mighty Joe Young	$80,000,000	$50,632,037	$50,632,037
398	10/28/2005	The Legend of Zorro	$80,000,000	$45,575,336	$141,475,336
399	11/10/2000	Little Nicky	$80,000,000	$39,442,871	$58,270,391
400	9/25/2009	Surrogates	$80,000,000	$38,577,772	$119,668,350
401	6/8/2001	Evolution	$80,000,000	$38,311,134	$98,341,932
402	8/26/2005	The Brothers Grimm	$80,000,000	$37,899,638	$105,299,638
403	12/13/1996	Mars Attacks!	$80,000,000	$37,771,017	$101,371,017
404	4/14/2006	The Wild	$80,000,000	$37,384,046	$99,384,046
405	12/22/2000	Thirteen Days	$80,000,000	$34,566,746	$66,554,547
406	12/6/1996	Daylight	$80,000,000	$32,908,290	$158,908,290
407	5/12/2000	Battlefield Earth	$80,000,000	$21,471,685	$29,725,663
408	11/14/2003	Looney Tunes: Back in Action	$80,000,000	$20,950,820	$54,540,662
409	12/18/2009	Nine	$80,000,000	$19,676,965	$53,508,858
410	11/26/2003	Timeline	$80,000,000	$19,480,739	$26,703,184
411	4/22/2010	Oceans	$80,000,000	$19,422,319	$82,522,319
412	11/25/1998	Babe: Pig in the City	$80,000,000	$18,319,860	$69,131,860
413	12/25/1997	The Postman	$80,000,000	$17,650,704	$17,650,704
414	11/10/2000	Red Planet	$80,000,000	$17,480,890	$33,463,969
415	12/15/2006	Arthur et les Minimoys	$80,000,000	$15,132,763	$110,102,340
416	8/17/2007	The Invasion	$80,000,000	$15,074,191	$40,147,042
417	6/16/2000	Fantasia 2000 (Theatrical Release)	$80,000,000	$9,103,630	$9,103,630
418	9/2/2005	A Sound of Thunder	$80,000,000	$1,900,451	$6,300,451
419	6/15/1994	The Lion King	$79,300,000	$422,780,140	$952,880,140
420	2/10/2012	Journey 2: The Mysterious Island	$79,000,000	$103,860,290	$325,860,290
421	12/21/2001	A Beautiful Mind	$78,000,000	$170,708,996	$317,668,058
422	9/27/2013	Cloudy with a Chance of Meatballs 2	$78,000,000	$119,151,927	$261,035,299
423	10/4/2002	Red Dragon	$78,000,000	$92,955,420	$206,455,420
424	3/5/2004	Hidalgo	$78,000,000	$67,286,731	$107,336,658
425	7/11/2003	The League of Extraordinary Gentlemen	$78,000,000	$66,465,204	$179,265,204
426	8/20/2004	Exorcist: The Beginning	$78,000,000	$41,814,863	$43,957,541
427	10/17/2012	AstÃ©rix et ObÃ©lix: Au service de Sa MajestÃ©	$77,600,000	$0	$60,680,125
428	7/2/2013	Despicable Me 2	$76,000,000	$368,065,385	$970,060,993
429	6/6/2003	2 Fast 2 Furious	$76,000,000	$127,120,058	$236,220,058
430	12/25/2006	Children of Men	$76,000,000	$35,552,383	$69,450,202
431	6/30/2000	The Adventures of Rocky & Bullwinkle	$76,000,000	$26,000,610	$35,129,610
432	7/2/1996	Independence Day	$75,000,000	$306,169,255	$817,400,878
433	5/22/1997	The Lost World: Jurassic Park	$75,000,000	$229,086,679	$786,686,679
434	3/31/2006	Ice Age: The Meltdown	$75,000,000	$195,330,621	$651,899,282
435	5/27/2005	Madagascar	$75,000,000	$193,595,521	$556,559,566
436	6/25/2010	Grown Ups	$75,000,000	$162,001,186	$272,223,430
437	10/1/2004	Shark Tale	$75,000,000	$161,412,000	$367,825,111
438	7/14/2000	X-Men	$75,000,000	$157,299,717	$296,339,717
439	6/27/2008	Wanted	$75,000,000	$134,508,551	$343,399,857
440	6/7/1996	The Rock	$75,000,000	$134,069,511	$336,069,511
441	2/13/2004	50 First Dates	$75,000,000	$120,776,832	$196,324,496
442	7/20/2007	Hairspray	$75,000,000	$118,871,849	$202,871,849
443	12/15/2006	Dreamgirls	$75,000,000	$103,365,956	$154,965,956
444	7/23/1999	Inspector Gadget	$75,000,000	$97,387,965	$97,387,965
445	11/11/2011	Immortals	$75,000,000	$83,504,017	$211,562,435
446	12/25/2008	Valkyrie	$75,000,000	$83,077,762	$198,686,789
447	6/18/2004	The Terminal	$75,000,000	$77,073,959	$218,673,959
448	2/18/2005	Constantine	$75,000,000	$75,976,178	$230,884,728
449	7/21/2006	Monster House	$75,000,000	$73,661,010	$141,267,370
450	12/8/2000	Vertical Limit	$75,000,000	$68,473,360	$213,500,000
451	12/21/2007	Charlie Wilson's War	$75,000,000	$66,661,095	$119,512,771
452	4/16/1999	Life	$75,000,000	$64,062,587	$73,521,587
453	3/4/2005	Be Cool	$75,000,000	$55,849,401	$94,944,017
454	12/23/2005	Munich	$75,000,000	$47,379,090	$130,279,090
455	6/4/2010	Killers	$75,000,000	$47,059,963	$95,572,749
456	3/7/2003	Tears of the Sun	$75,000,000	$43,632,458	$85,632,458
457	7/21/2006	Lady in the Water	$75,000,000	$42,285,169	$72,785,169
458	12/17/2004	Spanglish	$75,000,000	$42,044,321	$54,344,321
459	10/12/2001	Bandits	$75,000,000	$41,523,271	$71,523,271
460	12/17/1999	Anna and the King	$75,000,000	$39,251,128	$39,251,128
461	7/7/1995	First Knight	$75,000,000	$37,361,412	$127,361,412
462	3/25/2011	Sucker Punch	$75,000,000	$36,392,502	$89,758,389
463	3/11/2005	Hostage	$75,000,000	$34,636,443	$77,636,443
464	6/13/2003	Hollywood Homicide	$75,000,000	$30,207,785	$51,107,785
465	6/16/2000	Titan A.E.	$75,000,000	$22,751,979	$36,751,979
466	12/17/2004	Flight of the Phoenix	$75,000,000	$21,009,180	$34,009,180
467	10/23/1998	Soldier	$75,000,000	$14,623,082	$14,623,082
468	1/15/1999	Virus	$75,000,000	$14,010,690	$30,626,690
469	2/23/2001	Monkeybone	$75,000,000	$5,409,517	$5,409,517
470	11/22/2000	Unbreakable	$73,243,106	$94,999,143	$248,099,143
471	8/4/2006	Talladega Nights: The Ballad of Ricky Bobby	$73,000,000	$148,213,377	$162,926,797
472	8/7/1998	Snake Eyes	$73,000,000	$55,591,409	$103,891,409
473	2/13/1998	Sphere	$73,000,000	$37,068,294	$50,168,294
474	7/27/2007	The Simpsons Movie	$72,500,000	$183,135,014	$527,071,022
475	2/8/2008	Fool's Gold	$72,500,000	$70,231,041	$109,362,966
476	7/31/2009	Funny People	$72,500,000	$51,855,045	$71,880,305
477	9/28/2007	The Kingdom	$72,500,000	$47,467,250	$86,509,602
478	6/22/2001	Doctor Dolittle 2	$72,000,000	$112,950,721	$176,101,721
479	5/24/1995	Braveheart	$72,000,000	$75,545,647	$209,000,000
480	11/4/2005	Jarhead	$72,000,000	$62,647,540	$96,947,540
481	4/27/2001	Driven	$72,000,000	$32,616,869	$54,616,869
482	12/21/2001	The Majestic	$72,000,000	$27,796,042	$37,306,334
483	6/25/2004	Two Brothers	$72,000,000	$19,176,754	$62,176,754
484	7/30/2004	The Village	$71,682,975	$114,197,520	$257,641,634
485	6/26/1998	Doctor Dolittle	$71,500,000	$144,156,605	$294,156,605
486	8/2/2002	Signs	$70,702,619	$227,965,690	$408,265,690
487	5/19/2004	Shrek 2	$70,000,000	$441,226,247	$937,008,132
488	6/9/2006	Cars	$70,000,000	$244,082,982	$461,667,967
489	12/23/2009	Alvin and the Chipmunks: The Squeakquel	$70,000,000	$219,614,612	$443,483,213
490	6/22/1988	Who Framed Roger Rabbit?	$70,000,000	$154,112,492	$351,500,000
491	7/30/1999	Runaway Bride	$70,000,000	$152,257,509	$310,138,178
492	8/9/2002	xXx	$70,000,000	$141,930,000	$267,200,000
493	11/8/1996	Ransom	$70,000,000	$136,492,681	$308,700,000
494	8/20/2009	Inglourious Basterds	$70,000,000	$120,831,050	$316,971,720
495	12/11/1991	Hook	$70,000,000	$119,654,823	$300,854,823
496	7/3/1990	Die Hard 2	$70,000,000	$117,323,878	$239,814,025
497	8/8/2003	S.W.A.T.	$70,000,000	$116,877,597	$207,154,748
498	11/19/1999	Sleepy Hollow	$70,000,000	$101,068,340	$207,068,340
499	12/14/2001	Vanilla Sky	$70,000,000	$100,614,858	$202,726,605
500	6/13/1997	Hercules	$70,000,000	$99,112,101	$250,700,000
501	3/22/2013	Olympus Has Fallen	$70,000,000	$98,927,592	$150,562,164
502	3/11/2011	Battle: Los Angeles	$70,000,000	$83,552,429	$212,005,201
503	8/13/2004	AVP: Alien Vs. Predator	$70,000,000	$80,281,096	$172,543,519
504	12/25/2011	War Horse	$70,000,000	$79,883,359	$173,583,359
505	3/1/2002	We Were Soldiers	$70,000,000	$78,120,196	$114,658,262
506	12/11/1998	Star Trek: Insurrection	$70,000,000	$70,187,658	$117,800,000
507	12/10/2003	Big Fish	$70,000,000	$66,432,867	$123,432,867
508	6/17/1994	Wolf	$70,000,000	$65,011,757	$131,011,757
509	1/20/2012	Underworld: Awakening	$70,000,000	$62,321,039	$160,379,930
510	8/9/1989	The Abyss	$70,000,000	$54,243,125	$54,243,125
511	9/24/2010	Wall Street 2: Money Never Sleeps	$70,000,000	$52,474,616	$137,431,619
512	1/14/2011	The Dilemma	$70,000,000	$48,475,290	$70,546,865
513	11/6/1998	The Siege	$70,000,000	$40,934,175	$116,625,798
514	8/10/2007	Stardust	$70,000,000	$38,634,938	$135,556,675
515	6/15/2012	Rock of Ages	$70,000,000	$38,518,613	$50,118,613
516	10/8/1997	Seven Years in Tibet	$70,000,000	$37,945,884	$131,445,884
517	9/17/2004	Sky Captain and the World of Tomorrow	$70,000,000	$37,760,080	$49,730,854
518	11/1/2002	I Spy	$70,000,000	$33,561,137	$60,279,822
519	6/7/2002	Bad Company	$70,000,000	$30,157,016	$69,157,016
520	10/21/2005	Doom	$70,000,000	$28,212,337	$54,612,337
521	10/18/2013	Escape Plan	$70,000,000	$25,213,103	$103,813,103
522	9/23/2011	Killer Elite	$70,000,000	$25,124,986	$57,777,106
523	1/16/1998	Hard Rain	$70,000,000	$19,870,567	$19,870,567
524	2/15/2002	Hart's War	$70,000,000	$19,076,815	$33,076,815
525	2/8/2002	Rollerball	$70,000,000	$18,990,542	$25,852,508
526	1/10/2014	The Legend of Hercules	$70,000,000	$18,155,807	$30,086,923
527	9/20/2002	Ballistic: Ecks vs. Sever	$70,000,000	$14,294,842	$14,294,842
528	8/10/2001	Osmosis Jones	$70,000,000	$13,596,911	$13,596,911
529	2/7/2014	The Monuments Men	$70,000,000	$7,000,000	$7,000,000
530	3/31/2006	Basic Instinct 2	$70,000,000	$5,946,136	$35,417,162
531	5/28/2010	Agora	$70,000,000	$619,423	$38,992,292
532	7/9/2010	Despicable Me	$69,000,000	$251,513,985	$543,495,033
533	7/30/2010	Dinner for Schmucks	$69,000,000	$73,026,337	$86,796,502
534	6/30/2010	The Twilight Saga: Eclipse	$68,000,000	$300,531,751	$699,590,681
535	5/31/2002	The Sum of All Fears	$68,000,000	$118,471,320	$193,500,000
536	7/13/2001	The Score	$68,000,000	$71,069,884	$113,542,091
537	11/22/1995	Money Train	$68,000,000	$35,324,232	$77,224,232
538	3/21/2003	Dreamcatcher	$68,000,000	$33,685,268	$75,685,268
539	8/6/1999	Mystery Men	$68,000,000	$29,762,011	$33,462,011
540	11/5/1999	The Insider	$68,000,000	$28,965,197	$60,265,197
541	3/2/2012	Doctor Seuss' The Lorax	$67,500,000	$214,030,500	$350,780,246
542	10/10/2008	Body of Lies	$67,500,000	$39,394,666	$108,394,666
543	6/22/2012	Abraham Lincoln: Vampire Hunter	$67,500,000	$37,519,139	$115,119,139
544	6/15/2012	That's My Boy	$67,500,000	$36,931,089	$58,058,367
545	9/20/1996	Last Man Standing	$67,000,000	$18,115,927	$18,115,927
546	8/17/2007	The Last Legion	$67,000,000	$5,932,060	$25,332,060
547	4/30/1999	Entrapment	$66,000,000	$87,707,396	$211,700,000
548	6/19/1998	The X Files: Fight the Future	$66,000,000	$83,898,313	$189,176,423
549	7/24/1998	Saving Private Ryan	$65,000,000	$216,335,085	$485,035,085
550	12/15/2000	What Women Want	$65,000,000	$182,805,123	$372,100,000
551	11/9/2012	Lincoln	$65,000,000	$182,207,973	$273,000,960
552	3/15/2002	Ice Age	$65,000,000	$176,387,405	$386,116,343
553	6/30/1995	Apollo 13	$65,000,000	$172,070,496	$334,100,000
554	3/31/1999	The Matrix	$65,000,000	$171,479,930	$460,279,930
555	12/25/2012	Les Miserables	$65,000,000	$148,809,770	$442,022,894
556	11/1/2002	The Santa Clause 2	$65,000,000	$139,225,854	$172,825,854
557	6/1/1990	Total Recall	$65,000,000	$119,394,839	$261,400,000
558	12/18/1998	You've Got Mail	$65,000,000	$115,821,495	$250,800,000
559	11/5/2010	Due Date	$65,000,000	$100,539,043	$211,739,043
560	7/25/2008	Step Brothers	$65,000,000	$100,468,793	$128,468,793
561	12/15/1995	Jumanji	$65,000,000	$100,458,310	$262,758,310
562	7/17/1998	The Mask of Zorro	$65,000,000	$93,828,745	$233,700,000
563	8/4/2000	Space Cowboys	$65,000,000	$90,454,043	$128,874,043
564	5/28/1993	Cliffhanger	$65,000,000	$84,049,211	$255,000,000
565	2/9/1996	Broken Arrow	$65,000,000	$70,645,997	$148,345,997
566	8/9/2006	World Trade Center	$65,000,000	$70,278,893	$163,278,893
567	7/7/2000	The Kid	$65,000,000	$69,688,384	$69,688,384
568	12/19/2003	Mona Lisa Smile	$65,000,000	$63,803,100	$141,205,169
569	5/16/2012	The Dictator	$65,000,000	$59,650,222	$179,379,532
570	7/16/1999	Eyes Wide Shut	$65,000,000	$55,691,208	$86,257,553
571	12/8/2004	Blade: Trinity	$65,000,000	$52,397,389	$132,397,389
572	12/22/2006	We Are Marshall	$65,000,000	$43,545,364	$43,545,364
573	3/20/1998	Primary Colors	$65,000,000	$39,017,984	$39,017,984
574	10/15/1999	Fight Club	$65,000,000	$37,030,102	$100,853,753
575	8/22/2008	Death Race	$65,000,000	$36,316,032	$72,516,819
576	10/11/1996	The Long Kiss Goodnight	$65,000,000	$33,447,612	$33,447,612
577	12/8/2000	Proof of Life	$65,000,000	$32,598,931	$62,761,005
578	11/11/2005	Zathura	$65,000,000	$28,045,540	$58,545,540
579	11/26/2003	The Missing	$65,000,000	$26,900,336	$38,253,433
580	1/14/2005	Elektra	$65,000,000	$24,409,722	$56,409,722
581	10/23/2009	Astro Boy	$65,000,000	$19,551,067	$44,093,014
582	5/24/1991	Hudson Hawk	$65,000,000	$17,218,916	$17,218,916
583	10/27/2000	Lucky Numbers	$65,000,000	$10,014,234	$10,014,234
584	9/23/2005	Oliver Twist	$65,000,000	$2,070,920	$26,670,920
585	12/31/2009	Foodfight!	$65,000,000	$0	$0
586	7/14/2006	Little Man	$64,000,000	$58,636,047	$101,636,047
587	10/8/1999	Random Hearts	$64,000,000	$31,054,924	$63,200,000
588	12/27/2006	Perfume: The Story of a Murderer	$63,700,000	$2,223,293	$133,603,463
589	6/11/1993	Jurassic Park	$63,000,000	$395,708,305	$1,035,624,651
590	7/25/2002	Austin Powers in Goldmember	$63,000,000	$213,117,789	$292,738,626
591	4/1/2011	Hop	$63,000,000	$108,085,305	$184,924,333
592	6/24/1994	Wyatt Earp	$63,000,000	$25,052,000	$25,052,000
593	8/3/1994	Clear and Present Danger	$62,000,000	$122,012,656	$207,500,000
594	4/21/2000	U-571	$62,000,000	$77,086,030	$127,630,030
595	11/17/1995	The American President	$62,000,000	$60,022,813	$107,822,813
596	2/23/2001	3000 Miles to Graceland	$62,000,000	$15,738,632	$18,708,848
597	3/30/2007	Blades of Glory	$61,000,000	$118,594,548	$145,594,548
598	8/2/2013	2 Guns	$61,000,000	$75,612,460	$132,493,015
599	12/22/2004	Meet the Fockers	$60,000,000	$279,167,575	$516,567,575
600	3/9/2007	300	$60,000,000	$210,614,939	$454,161,935
601	12/10/1999	The Green Mile	$60,000,000	$136,801,374	$290,701,374
602	11/4/2005	Chicken Little	$60,000,000	$135,386,665	$314,432,738
603	6/5/1998	The Truman Show	$60,000,000	$125,618,201	$248,400,000
604	6/14/2002	The Bourne Identity	$60,000,000	$121,468,960	$213,300,000
605	10/9/2009	Couples Retreat	$60,000,000	$109,205,660	$172,450,423
606	11/17/1995	Goldeneye	$60,000,000	$106,429,941	$356,429,941
607	5/30/2003	The Italian Job	$60,000,000	$106,126,012	$176,262,839
608	5/9/2003	Daddy Day Care	$60,000,000	$104,148,781	$164,285,587
609	6/18/1999	The General's Daughter	$60,000,000	$102,705,852	$149,705,852
610	12/18/1998	The Prince of Egypt	$60,000,000	$101,413,188	$218,600,000
611	8/6/2004	Collateral	$60,000,000	$100,170,152	$217,670,152
612	7/4/2001	Cats & Dogs	$60,000,000	$93,375,151	$200,700,000
613	12/20/2002	Two Weeks Notice	$60,000,000	$93,354,918	$199,043,309
614	10/2/1998	Antz	$60,000,000	$90,757,863	$152,457,863
615	4/19/2002	The Scorpion King	$60,000,000	$90,580,000	$165,890,634
616	10/15/2010	Red	$60,000,000	$90,380,162	$196,439,693
617	3/5/2004	Starsky & Hutch	$60,000,000	$88,200,225	$170,200,225
618	6/27/1990	Days of Thunder	$60,000,000	$82,670,733	$157,670,733
619	12/21/2005	Cheaper by the Dozen 2	$60,000,000	$82,571,173	$135,015,330
620	8/13/2010	Eat Pray Love	$60,000,000	$80,574,010	$205,846,861
621	12/21/2012	Jack Reacher	$60,000,000	$80,070,736	$217,370,736
622	4/23/2004	Man on Fire	$60,000,000	$77,906,816	$118,706,816
623	12/22/2000	The Family Man	$60,000,000	$75,764,085	$124,715,863
624	9/9/2011	Contagion	$60,000,000	$75,658,097	$137,551,594
625	12/22/1999	Any Given Sunday	$60,000,000	$75,530,832	$100,230,832
626	5/15/1998	The Horse Whisperer	$60,000,000	$75,383,563	$186,883,563
627	2/6/2009	Coraline	$60,000,000	$75,286,229	$126,037,057
628	10/1/2004	Ladder 49	$60,000,000	$74,541,707	$102,332,848
629	7/28/1999	Deep Blue Sea	$60,000,000	$73,648,228	$165,048,228
630	1/17/2003	Kangaroo Jack	$60,000,000	$66,723,216	$90,723,216
631	6/13/2008	The Happening	$60,000,000	$64,506,874	$163,403,799
632	7/29/2005	Sky High	$60,000,000	$63,939,454	$81,627,454
633	4/7/2000	Rules of Engagement	$60,000,000	$61,322,858	$71,719,931
634	3/10/2006	The Shaggy Dog	$60,000,000	$61,123,569	$87,123,569
635	11/22/1996	Jingle All the Way	$60,000,000	$60,592,389	$129,832,389
636	4/2/2004	Hellboy	$60,000,000	$59,623,958	$99,823,958
637	12/25/1998	A Civil Action	$60,000,000	$56,709,981	$56,709,981
638	8/17/2012	ParaNorman	$60,000,000	$56,003,051	$108,159,011
639	11/14/1997	The Jackal	$60,000,000	$54,956,941	$159,356,941
640	12/25/2003	Paycheck	$60,000,000	$53,789,313	$89,350,576
641	3/1/1996	Up Close & Personal	$60,000,000	$51,045,801	$100,645,801
642	12/19/2008	The Tale of Despereaux	$60,000,000	$50,877,145	$90,482,317
643	9/27/2002	The Tuxedo	$60,000,000	$50,586,000	$104,429,625
644	7/14/1995	Under Siege 2: Dark Territory	$60,000,000	$50,024,083	$104,324,083
645	3/24/2005	Miss Congeniality 2: Armed and Fabulous	$60,000,000	$48,478,006	$101,382,396
646	11/26/1997	Alien: Resurrection	$60,000,000	$47,795,018	$160,700,000
647	3/23/2007	Shooter	$60,000,000	$47,003,582	$95,703,582
648	10/16/1998	Practical Magic	$60,000,000	$46,850,558	$68,336,997
649	1/11/2013	Gangster Squad	$60,000,000	$46,000,903	$104,100,903
650	6/19/2009	Year One	$60,000,000	$43,337,279	$57,604,723
651	1/29/2010	Edge of Darkness	$60,000,000	$43,313,890	$81,208,697
652	12/13/2002	Star Trek: Nemesis	$60,000,000	$43,254,409	$67,312,826
653	7/12/2002	Reign of Fire	$60,000,000	$43,061,982	$82,150,183
654	11/20/2009	Planet 51	$60,000,000	$42,194,060	$108,996,113
