Movie,budget,dom_gross,year,month,day,RT_title,RT_aud_score,RT_crit_score,RT_runtime,RT_cast1,RT_cast2,RT_cast3,imdb_id,Metascore,Language,Director,Genre,imdbRating,imdbVotes,mpaa_kid,mpaa_adult,Holiday,DayOfWeek
The Missing,65000000,26900336,2003,11,26,The Missing,51.0,58.0,82.0,Tommy Lee Jones,Cate Blanchett,Eric Schweig,tt0338188,55.0,"English, Apache languages, Spanish",Ron Howard,"Adventure, Thriller, Western",6.5,23481.0,0,1,1,2
Elektra,65000000,24409722,2005,1,14,Elektra,30.0,10.0,98.0,Jennifer Garner,Goran Visnjic,Will Yun Lee,tt0357277,34.0,"English, Japanese",Rob Bowman,"Action, Crime, Fantasy",4.8,55705.0,1,0,0,4
Astro Boy,65000000,19551067,2009,10,23,Astro Boy (AstroBoy),51.0,49.0,94.0,Freddie Highmore,Kristen Bell,Nicolas Cage,tt0375568,53.0,English,David Bowers,"Animation, Action, Family",6.4,19830.0,1,0,0,4
Hudson Hawk,65000000,17218916,1991,5,24,Hudson Hawk,57.0,24.0,95.0,Bruce Willis,Danny Aiello,Andie MacDowell,tt0102070,17.0,"English, Italian",Michael Lehmann,"Action, Adventure, Comedy",5.7,36915.0,0,1,0,4
Lucky Numbers,65000000,10014234,2000,10,27,Lucky Numbers,18.0,22.0,105.0,John Travolta,Lisa Kudrow,Tim Roth,tt0219952,31.0,English,Nora Ephron,"Comedy, Crime",5.0,7607.0,0,1,0,4
Little Man,64000000,58636047,2006,7,14,Little Man,55.0,12.0,90.0,Marlon Wayans,Shawn Wayans,Kerry Washington,tt0430304,26.0,"English, Estonian",Keenen Ivory Wayans,"Comedy, Crime",4.1,31615.0,1,0,0,4
Random Hearts,64000000,31054924,1999,10,8,Random Hearts,24.0,15.0,133.0,Harrison Ford,Kristin Scott Thomas,Charles S. Dutton,tt0156934,38.0,English,Sydney Pollack,"Drama, Mystery, Romance",5.0,15202.0,0,1,0,4
Perfume: The Story of a Murderer,63700000,2223293,2006,12,27,Perfume: The Story of a Murderer,74.0,58.0,147.0,Ben Whishaw,Alan Rickman,Rachel Hurd-Wood,tt0396171,56.0,English,Tom Tykwer,"Crime, Drama, Fantasy",7.5,148078.0,0,1,1,2
Jurassic Park,63000000,395708305,1993,6,11,Jurassic Park,90.0,93.0,126.0,Sam Neill,Laura Dern,Jeff Goldblum,tt0107290,68.0,"English, Spanish",Steven Spielberg,"Adventure, Sci-Fi",8.0,369279.0,1,0,1,4
Austin Powers in Goldmember,63000000,213117789,2002,7,25,Austin Powers in Goldmember,43.0,54.0,94.0,Mike Myers,Beyonce Knowles,Seth Green,tt0295178,62.0,"English, Japanese, German, French",Jay Roach,"Action, Comedy, Crime",6.2,131403.0,1,0,0,3
Hop,63000000,108085305,2011,4,1,Hop,53.0,25.0,94.0,James Marsden,Russell Brand,Kaley Cuoco,tt1411704,41.0,English,Tim Hill,"Animation, Comedy, Family",5.5,18196.0,1,0,0,4
Wyatt Earp,63000000,25052000,1994,6,24,Wyatt Earp,62.0,42.0,192.0,Kevin Costner,Dennis Quaid,Gene Hackman,tt0111756,47.0,"English, Spanish",Lawrence Kasdan,"Action, Adventure, Biography",6.6,26909.0,1,0,0,4
Clear and Present Danger,62000000,122012656,1994,8,3,Clear and Present Danger,74.0,82.0,141.0,Harrison Ford,Willem Dafoe,Anne Archer,tt0109444,74.0,English,Phillip Noyce,"Action, Drama, Thriller",6.9,54403.0,1,0,0,2
U-571,62000000,77086030,2000,4,21,U-571,61.0,68.0,117.0,Matthew McConaughey,Bill Paxton,Harvey Keitel,tt0141926,62.0,"English, German",Jonathan Mostow,"Action, Drama, Thriller",6.5,55699.0,1,0,0,4
The American President,62000000,60022813,1995,11,17,The American President,78.0,90.0,113.0,Michael Douglas,Annette Bening,Martin Sheen,tt0112346,67.0,"English, French",Rob Reiner,"Comedy, Drama, Romance",6.8,37280.0,1,0,0,4
3000 Miles to Graceland,62000000,15738632,2001,2,23,3000 Miles to Graceland,47.0,14.0,126.0,Kurt Russell,Kevin Costner,Courteney Cox,tt0233142,21.0,English,Demian Lichtenstein,"Action, Comedy, Crime",5.9,33567.0,0,1,0,4
Blades of Glory,61000000,118594548,2007,3,30,Blades of Glory,69.0,69.0,93.0,Will Ferrell,Jon Heder,Will Arnett,tt0445934,64.0,"English, Japanese","Josh Gordon, Will Speck","Comedy, Sport",6.4,98488.0,1,0,0,4
2 Guns,61000000,75612460,2013,8,2,2 Guns,68.0,64.0,109.0,Mark Wahlberg,Denzel Washington,Paula Patton,tt1272878,55.0,"English, Spanish",Baltasar Kormákur,"Action, Comedy, Crime",6.8,78011.0,0,1,0,4
Meet the Fockers,60000000,279167575,2004,12,22,Meet The Fockers,58.0,38.0,118.0,Robert De Niro,Ben Stiller,Dustin Hoffman,tt0290002,41.0,"English, Spanish, Hebrew",Jay Roach,"Comedy, Romance",6.3,165592.0,1,0,0,2
300,60000000,210614939,2007,3,9,300,89.0,60.0,116.0,Gerard Butler,Lena Headey,Dominic West,tt0416449,51.0,English,Zack Snyder,"Action, Fantasy, History",7.8,444571.0,0,1,0,4
The Green Mile,60000000,136801374,1999,12,10,The Green Mile,94.0,80.0,188.0,Tom Hanks,David Morse,Bonnie Hunt,tt0120689,61.0,"English, French",Frank Darabont,"Crime, Drama, Fantasy",8.5,488108.0,0,1,0,4
Chicken Little,60000000,135386665,2005,11,4,Chicken Little,48.0,36.0,82.0,Zach Braff,Steve Zahn,Joan Cusack,tt0371606,48.0,English,Mark Dindal,"Animation, Adventure, Comedy",5.8,44772.0,1,0,0,4
The Truman Show,60000000,125618201,1998,6,5,The Truman Show,88.0,94.0,103.0,Jim Carrey,Laura Linney,Ed Harris,tt0120382,90.0,English,Peter Weir,"Comedy, Drama, Sci-Fi",8.0,449696.0,1,0,0,4
The Bourne Identity,60000000,121468960,2002,6,14,The Bourne Identity,93.0,83.0,117.0,Matt Damon,Franka Potente,Clive Owen,tt0258463,68.0,"English, French, German, Dutch, Italian",Doug Liman,"Action, Mystery, Thriller",7.9,296097.0,1,0,0,4
Couples Retreat,60000000,109205660,2009,10,9,Couples Retreat,40.0,11.0,107.0,Vince Vaughn,Jason Bateman,Faizon Love,tt1078940,23.0,English,Peter Billingsley,Comedy,5.5,67770.0,1,0,0,4
Goldeneye,60000000,106429941,1995,11,17,GoldenEye,83.0,82.0,130.0,Pierce Brosnan,Sean Bean,Izabella Scorupco,tt0113189,65.0,"English, Russian, Spanish",Martin Campbell,"Action, Crime, Thriller",7.2,156568.0,1,0,0,4
The Italian Job,60000000,106126012,2003,5,30,The Italian Job,80.0,73.0,104.0,Mark Wahlberg,Charlize Theron,Edward Norton,tt0317740,68.0,"English, Russian, Italian",F. Gary Gray,"Action, Crime, Thriller",7.0,221471.0,1,0,0,4
Daddy Day Care,60000000,104148781,2003,5,9,Daddy Day Care,49.0,28.0,92.0,Eddie Murphy,Jeff Garlin,Steve Zahn,tt0317303,39.0,"English, Klingon, German",Steve Carr,"Comedy, Family",5.5,37445.0,1,0,0,4
The General's Daughter,60000000,102705852,1999,6,18,The General's Daughter,47.0,22.0,116.0,John Travolta,Madeleine Stowe,James Cromwell,tt0144214,47.0,English,Simon West,"Crime, Drama, Mystery",6.2,35362.0,0,1,0,4
The Prince of Egypt,60000000,101413188,1998,12,18,The Prince of Egypt,75.0,79.0,93.0,Val Kilmer,Ralph Fiennes,Michelle Pfeiffer,tt0120794,64.0,"English, Hebrew","Brenda Chapman, Steve Hickner, Simon Wells","Animation, Adventure, Drama",6.9,66732.0,1,0,0,4
Collateral,60000000,100170152,2004,8,6,Collateral,84.0,86.0,122.0,Tom Cruise,Jamie Foxx,Jada Pinkett Smith,tt0369339,71.0,"English, Spanish",Michael Mann,"Crime, Drama, Thriller",7.6,234229.0,0,1,0,4
Cats & Dogs,60000000,93375151,2001,7,4,Cats & Dogs,32.0,54.0,87.0,Jeff Goldblum,Elizabeth Perkins,Miriam Margolyes,tt0239395,47.0,English,Lawrence Guterman,"Action, Adventure, Comedy",5.2,37354.0,1,0,1,2
Two Weeks Notice,60000000,93354918,2002,12,20,Two Weeks Notice,60.0,42.0,102.0,Sandra Bullock,Hugh Grant,Alicia Witt,tt0313737,42.0,English,Marc Lawrence,"Comedy, Romance",6.0,66995.0,1,0,0,4
Antz,60000000,90757863,1998,10,2,Antz,50.0,95.0,83.0,Woody Allen,Sharon Stone,Sylvester Stallone,tt0120587,72.0,English,"Eric Darnell, Tim Johnson","Animation, Adventure, Comedy",6.6,97301.0,1,0,0,4
The Scorpion King,60000000,90580000,2002,4,19,The Scorpion King,38.0,41.0,92.0,"Dwayne ""The Rock"" Johnson",Steven Brand,Michael Clarke Duncan,tt0277296,45.0,English,Chuck Russell,"Action, Adventure, Fantasy",5.5,75721.0,1,0,0,4
Red,60000000,90380162,2010,10,15,Red,72.0,71.0,111.0,Bruce Willis,Morgan Freeman,John Malkovich,tt1245526,60.0,"English, Russian",Robert Schwentke,"Action, Comedy, Crime",7.1,178753.0,1,0,0,4
Starsky & Hutch,60000000,88200225,2004,3,5,Starsky & Hutch,50.0,63.0,100.0,Ben Stiller,Owen Wilson,Snoop Dogg,tt0335438,55.0,"English, Korean",Todd Phillips,"Comedy, Crime",6.1,100687.0,1,0,0,4
Days of Thunder,60000000,82670733,1990,6,27,Days of Thunder,62.0,41.0,107.0,Tom Cruise,Robert Duvall,Nicole Kidman,tt0099371,60.0,"English, French",Tony Scott,"Action, Drama, Romance",5.8,46879.0,0,1,0,2
Cheaper by the Dozen 2,60000000,82571173,2005,12,21,Cheaper by the Dozen 2,58.0,6.0,93.0,Steve Martin,Eugene Levy,Bonnie Hunt,tt0452598,34.0,English,Adam Shankman,"Adventure, Comedy, Family",5.3,31007.0,1,0,0,2
Eat Pray Love,60000000,80574010,2010,8,13,Eat Pray Love,42.0,36.0,133.0,Julia Roberts,James Franco,Javier Bardem,tt0879870,50.0,"English, Italian, Portuguese",Ryan Murphy,"Drama, Romance",5.6,45770.0,1,0,0,4
Jack Reacher,60000000,80070736,2012,12,21,Jack Reacher,67.0,61.0,130.0,Tom Cruise,Rosamund Pike,Richard Jenkins,tt0790724,50.0,English,Christopher McQuarrie,"Action, Crime, Thriller",7.0,148572.0,1,0,0,4
Man on Fire,60000000,77906816,2004,4,23,Man on Fire,90.0,39.0,146.0,Denzel Washington,Dakota Fanning,Christopher Walken,tt0328107,47.0,"English, Spanish",Tony Scott,"Action, Crime, Drama",7.8,202905.0,0,1,0,4
The Family Man,60000000,75764085,2000,12,22,The Family Man,68.0,53.0,125.0,Nicolas Cage,Tea Leoni,Don Cheadle,tt0218967,42.0,"English, Italian",Brett Ratner,"Comedy, Drama, Fantasy",6.7,71951.0,1,0,0,4
Contagion,60000000,75658097,2011,9,9,Contagion,62.0,84.0,107.0,Marion Cotillard,Matt Damon,Laurence Fishburne,tt1598778,70.0,"English, Mandarin, Cantonese",Steven Soderbergh,"Drama, Sci-Fi, Thriller",6.7,144783.0,1,0,0,4
Any Given Sunday,60000000,75530832,1999,12,22,Any Given Sunday,74.0,50.0,165.0,Al Pacino,Cameron Diaz,Dennis Quaid,tt0146838,52.0,English,Oliver Stone,"Drama, Sport",6.8,83940.0,0,1,0,2
The Horse Whisperer,60000000,75383563,1998,5,15,The Horse Whisperer,72.0,73.0,168.0,Robert Redford,Kristin Scott Thomas,Sam Neill,tt0119314,65.0,English,Robert Redford,"Drama, Romance, Western",6.5,26983.0,1,0,0,4
Coraline,60000000,75286229,2009,2,6,Coraline,72.0,90.0,101.0,Dakota Fanning,Teri Hatcher,Jennifer Saunders,tt0327597,80.0,"English, Russian",Henry Selick,"Animation, Fantasy, Thriller",7.7,108734.0,1,0,0,4
Deep Blue Sea,60000000,73648228,1999,7,28,Deep Blue Sea,38.0,56.0,100.0,Thomas Jane,Saffron Burrows,Samuel L. Jackson,tt0149261,54.0,English,Renny Harlin,"Action, Sci-Fi, Thriller",5.7,80397.0,0,1,0,2
The Happening,60000000,64506874,2008,6,13,The Happening,24.0,17.0,90.0,Mark Wahlberg,Zooey Deschanel,John Leguizamo,tt0949731,34.0,"English, French",M. Night Shyamalan,"Sci-Fi, Thriller",5.1,135154.0,0,1,0,4
Sky High,60000000,63939454,2005,7,29,Sky High,57.0,73.0,100.0,Michael Angarano,Kurt Russell,Kelly Preston,tt0405325,62.0,"English, Cantonese",Mike Mitchell,"Adventure, Comedy, Family",6.2,47932.0,1,0,0,4
Rules of Engagement,60000000,61322858,2000,4,7,Rules of Engagement,55.0,36.0,127.0,Tommy Lee Jones,Samuel L. Jackson,Guy Pearce,tt0160797,45.0,"English, Arabic",William Friedkin,"Action, Drama, War",6.3,32234.0,0,1,0,4
The Shaggy Dog,60000000,61123569,2006,3,10,The Shaggy Dog,40.0,26.0,98.0,Tim Allen,Robert Downey Jr.,Kristin Davis,tt0393735,43.0,English,Brian Robbins,"Comedy, Family, Fantasy",4.4,12112.0,1,0,0,4
Hellboy,60000000,59623958,2004,4,2,Hellboy,65.0,81.0,122.0,Ron Perlman,John Hurt,Selma Blair,tt0167190,72.0,"English, Russian",Guillermo del Toro,"Action, Adventure, Fantasy",6.8,190372.0,1,0,0,4
A Civil Action,60000000,56709981,1998,12,25,A Civil Action,55.0,60.0,112.0,John Travolta,Robert Duvall,Tony Shalhoub,tt0120633,68.0,English,Steven Zaillian,Drama,6.5,19962.0,1,0,1,4
ParaNorman,60000000,56003051,2012,8,17,ParaNorman,72.0,87.0,93.0,Kodi Smit-McPhee,Tucker Albrizzi,Casey Affleck,tt1623288,72.0,English,"Chris Butler, Sam Fell","Animation, Adventure, Comedy",7.0,52514.0,1,0,0,4
The Jackal,60000000,54956941,1997,11,14,The Jackal,53.0,15.0,125.0,Bruce Willis,Richard Gere,Sidney Poitier,tt0119395,36.0,"English, Russian",Michael Caton-Jones,"Action, Adventure, Crime",6.3,73034.0,0,1,0,4
Paycheck,60000000,53789313,2003,12,25,Paycheck,46.0,27.0,119.0,Ben Affleck,Aaron Eckhart,Uma Thurman,tt0338337,43.0,English,John Woo,"Sci-Fi, Thriller, Action",6.2,76256.0,1,0,1,3
The Tale of Despereaux,60000000,50877145,2008,12,19,The Tale of Despereaux,45.0,56.0,94.0,Matthew Broderick,Robbie Coltrane,Frances Conroy,tt0420238,53.0,English,"Sam Fell, Robert Stevenhagen","Adventure, Animation, Comedy",6.1,25819.0,1,0,0,4
The Tuxedo,60000000,50586000,2002,9,27,The Tuxedo,30.0,22.0,98.0,Jackie Chan,Jennifer Love Hewitt,Jason Isaacs,tt0290095,30.0,"English, Cantonese",Kevin Donovan,"Action, Comedy, Sci-Fi",5.2,47191.0,1,0,0,4
Miss Congeniality 2: Armed and Fabulous,60000000,48478006,2005,3,24,Miss Congeniality 2 - Armed and Fabulous,43.0,15.0,115.0,Sandra Bullock,Regina King,Enrique Murciano Jr.,tt0385307,34.0,English,John Pasquin,"Action, Comedy, Crime",4.9,35845.0,1,0,0,3
Alien: Resurrection,60000000,47795018,1997,11,26,Alien Resurrection,41.0,52.0,108.0,Sigourney Weaver,Winona Ryder,Ron Perlman,tt0118583,63.0,English,Jean-Pierre Jeunet,"Action, Sci-Fi, Thriller",6.3,126005.0,0,1,1,2
Shooter,60000000,47003582,2007,3,23,Shooter,80.0,48.0,125.0,Mark Wahlberg,Michael Pena,Danny Glover,tt0822854,53.0,English,Antoine Fuqua,"Action, Crime, Drama",7.2,190522.0,0,1,0,4
Practical Magic,60000000,46850558,1998,10,16,Practical Magic,73.0,20.0,105.0,Sandra Bullock,Nicole Kidman,Dianne Wiest,tt0120791,46.0,English,Griffin Dunne,"Comedy, Fantasy, Romance",6.0,43895.0,1,0,0,4
Gangster Squad,60000000,46000903,2013,1,11,Gangster Squad,58.0,32.0,110.0,Sean Penn,Ryan Gosling,Josh Brolin,tt1321870,40.0,English,Ruben Fleischer,"Action, Crime, Drama",6.8,126402.0,0,1,0,4
Year One,60000000,43337279,2009,6,19,Year One,23.0,14.0,97.0,Jack Black,Michael Cera,Oliver Platt,tt1045778,34.0,English,Harold Ramis,"Adventure, Comedy",4.9,63825.0,1,0,0,4
Edge of Darkness,60000000,43313890,2010,1,29,Edge of Darkness,49.0,58.0,108.0,Mel Gibson,Danny Huston,Ray Winstone,tt1226273,55.0,English,Martin Campbell,"Crime, Drama, Mystery",6.6,62118.0,0,1,0,4
Star Trek: Nemesis,60000000,43254409,2002,12,13,Star Trek - Nemesis,51.0,37.0,116.0,Patrick Stewart,Brent Spiner,LeVar Burton,tt0253754,51.0,English,Stuart Baird,"Action, Adventure, Sci-Fi",6.4,46388.0,1,0,0,4
Reign of Fire,60000000,43061982,2002,7,12,Reign of Fire,50.0,40.0,101.0,Christian Bale,Matthew McConaughey,Izabella Scorupco,tt0253556,39.0,English,Rob Bowman,"Action, Adventure, Fantasy",6.1,85626.0,1,0,0,4
Planet 51,60000000,42194060,2009,11,20,Planet 51,40.0,21.0,91.0,"Dwayne ""The Rock"" Johnson",Jessica Biel,Justin Long,tt0762125,39.0,"English, Spanish","Jorge Blanco, Javier Abad, Marcos Martínez","Animation, Adventure, Comedy",6.1,33092.0,1,0,0,4
Jack Ryan: Shadow Recruit,60000000,40869415,2014,1,17,Jack Ryan: Shadow Recruit,62.0,57.0,105.0,Chris Pine,Keira Knightley,Kevin Costner,tt1205537,57.0,"English, Russian",Kenneth Branagh,"Action, Mystery, Thriller",6.6,11171.0,1,0,0,4
Righteous Kill,60000000,40081410,2008,9,12,Righteous Kill,38.0,19.0,103.0,Robert De Niro,Al Pacino,Curtis Jackson,tt1034331,36.0,"English, Spanish, Russian",Jon Avnet,"Action, Crime, Drama",6.0,62606.0,0,1,0,4
State of Play,60000000,37017955,2009,4,17,State of Play,73.0,84.0,127.0,Russell Crowe,Ben Affleck,Rachel McAdams,tt0473705,64.0,"English, Cantonese",Kevin Macdonald,"Drama, Mystery",7.2,94844.0,1,0,0,4
The Sentinel,60000000,36280697,2006,4,21,The Sentinel,40.0,33.0,99.0,Michael Douglas,Kiefer Sutherland,Eva Longoria,tt0443632,48.0,English,Clark Johnson,"Action, Crime, Thriller",6.1,37869.0,1,0,0,4
Intolerable Cruelty,60000000,35327628,2003,10,10,Intolerable Cruelty,48.0,75.0,100.0,George Clooney,Catherine Zeta-Jones,Geoffrey Rush,tt0138524,71.0,"English, French","Joel Coen, Ethan Coen","Comedy, Crime, Romance",6.3,62942.0,1,0,0,4
The Relic,60000000,33956608,1997,1,10,The Relic,34.0,31.0,109.0,Penelope Ann Miller,Tom Sizemore,Linda Hunt,tt0120004,55.0,English,Peter Hyams,"Horror, Mystery, Sci-Fi",5.7,15974.0,0,1,0,4
Almost Famous,60000000,32522352,2000,9,15,Almost Famous,92.0,88.0,123.0,Patrick Fugit,Billy Crudup,Frances McDormand,tt0181875,90.0,English,Cameron Crowe,"Drama, Music",8.0,164969.0,0,1,0,4
Analyze That,60000000,32122249,2002,12,6,Analyze That,40.0,27.0,95.0,Robert De Niro,Billy Crystal,Lisa Kudrow,tt0289848,37.0,English,Harold Ramis,"Comedy, Crime",5.8,56396.0,0,1,0,4
The Soloist,60000000,31720158,2009,4,24,The Soloist,57.0,56.0,117.0,Jamie Foxx,Robert Downey Jr.,Catherine Keener,tt0821642,61.0,English,Joe Wright,"Biography, Drama, Music",6.7,36734.0,1,0,0,4
The Mortal Instruments: City of Bones,60000000,31165421,2013,8,21,The Mortal Instruments: City of Bones,61.0,12.0,130.0,Lily Collins,Robert Maillet,Kevin Durand,tt1538403,33.0,English,Harald Zwart,"Action, Adventure, Drama",6.0,59935.0,1,0,0,2
The Legend of Bagger Vance,60000000,30695227,2000,11,3,The Legend of Bagger Vance,66.0,43.0,127.0,Will Smith,Matt Damon,Charlize Theron,tt0146984,47.0,English,Robert Redford,"Drama, Fantasy, Sport",6.7,37846.0,1,0,0,4
Dragonfly,60000000,30063805,2002,2,22,Dragonfly,63.0,7.0,103.0,Kevin Costner,Kathy Bates,Lisa Banes,tt0259288,25.0,"English, Spanish",Tom Shadyac,"Drama, Fantasy, Mystery",6.0,27056.0,1,0,0,4
Priest,60000000,29136626,2011,5,13,Priest,46.0,16.0,83.0,Paul Bettany,Karl Urban,Cam Gigandet,tt0822847,41.0,English,Scott Stewart,"Action, Fantasy, Horror",5.7,77983.0,1,0,0,4
XXX: State of the Union,60000000,26873932,2005,4,29,xXx: State of the Union,33.0,16.0,101.0,Ice Cube,Willem Dafoe,Scott Speedman,tt0329774,37.0,English,Lee Tamahori,"Action, Crime, Adventure",4.2,40144.0,0,1,0,4
Event Horizon,60000000,26673242,1997,8,15,Event Horizon,62.0,24.0,95.0,Laurence Fishburne,Sam Neill,Kathleen Quinlan,tt0119081,35.0,"English, Latin",Paul W.S. Anderson,"Horror, Sci-Fi",6.7,86643.0,0,1,0,4
Sinbad: Legend of the Seven Seas,60000000,26483452,2003,7,2,Sinbad - Legend of the Seven Seas,57.0,45.0,86.0,Brad Pitt,Catherine Zeta-Jones,Michelle Pfeiffer,tt0165982,48.0,"English, Cantonese, Italian","Patrick Gilmore, Tim Johnson","Adventure, Fantasy, Animation",6.6,26343.0,1,0,1,2
Dark Water,60000000,25473093,2005,7,8,Dark Water,28.0,46.0,105.0,Jennifer Connelly,John C. Reilly,Tim Roth,tt0382628,52.0,English,Walter Salles,"Drama, Horror, Thriller",5.5,38528.0,1,0,0,4
The Avengers,60000000,23385416,1998,8,14,The Avengers,15.0,16.0,90.0,Ralph Fiennes,Uma Thurman,Sean Connery,tt0118661,12.0,English,Jeremiah S. Chechik,"Action, Adventure, Sci-Fi",3.6,31058.0,1,0,0,4
The Black Dahlia,60000000,22672813,2006,9,15,The Black Dahlia,27.0,32.0,121.0,Josh Hartnett,Scarlett Johansson,Aaron Eckhart,tt0387877,49.0,"English, German",Brian De Palma,"Crime, Drama, Mystery",5.6,55293.0,0,1,0,4
EDtv,60000000,22508689,1999,3,26,EdTV,29.0,64.0,124.0,Matthew McConaughey,Jenna Elfman,Woody Harrelson,tt0131369,48.0,English,Ron Howard,Comedy,6.1,31347.0,1,0,0,4
The Last Castle,60000000,18208078,2001,10,19,The Last Castle,75.0,52.0,131.0,Robert Redford,James Gandolfini,Mark Ruffalo,tt0272020,43.0,English,Rod Lurie,"Action, Drama, Thriller",6.9,46308.0,0,1,0,4
Supernova,60000000,14218868,2000,1,14,Supernova,16.0,10.0,90.0,James Spader,Angela Bassett,Robert Forster,tt0134983,19.0,English,"Walter Hill, Francis Ford Coppola, Jack Sholder","Horror, Sci-Fi, Thriller",4.7,12186.0,1,0,0,4
Flyboys,60000000,13090630,2006,9,22,Flyboys,68.0,33.0,139.0,James Franco,Martin Henderson,David Ellison,tt0454824,47.0,"English, French",Tony Bill,"Action, Adventure, Drama",6.6,29188.0,1,0,0,4
Holy Man,60000000,12069719,1998,10,9,Holy Man,24.0,12.0,120.0,Eddie Murphy,Jeff Goldblum,Kelly Preston,tt0120701,41.0,English,Stephen Herek,"Comedy, Drama",4.8,13739.0,1,0,0,4
Meet Dave,60000000,11803254,2008,7,11,Meet Dave,36.0,19.0,90.0,Eddie Murphy,Elizabeth Banks,Gabrielle Union,tt0765476,43.0,English,Brian Robbins,"Adventure, Comedy, Family",4.9,25695.0,1,0,0,4
The Great Raid,60000000,10166502,2005,8,12,The Great Raid,72.0,37.0,132.0,Benjamin Bratt,James Franco,Connie Nielsen,tt0326905,48.0,"Filipino, English, Tagalog, Japanese",John Dahl,"Action, Drama, War",6.7,15224.0,0,1,0,4
Beyond Borders,60000000,4426297,2003,10,24,Beyond Borders,73.0,14.0,127.0,Angelina Jolie,Clive Owen,Teri Polo,tt0294357,32.0,"English, Amharic, Khmer, German, Chechen",Martin Campbell,"Adventure, Drama, Romance",6.4,18639.0,0,1,0,4
Rambo III,58000000,53715611,1988,5,25,Rambo III,46.0,36.0,102.0,Sylvester Stallone,Richard Crenna,Marc de Jonge,tt0095956,36.0,"English, Russian",Peter MacDonald,"Action, Adventure, Thriller",5.6,66674.0,0,1,0,2
Red Tails,58000000,49876377,2012,1,20,Red Tails,58.0,40.0,120.0,Terrence Howard,Cuba Gooding Jr.,Bryan Cranston,tt0485985,46.0,"English, Italian, German",Anthony Hemingway,"Action, Adventure, Drama",5.9,23045.0,1,0,0,4
Just Like Heaven,58000000,48318130,2005,9,16,Just Like Heaven,75.0,56.0,95.0,Reese Witherspoon,Mark Ruffalo,Donal Logue,tt0425123,47.0,"English, Spanish, Mandarin",Mark Waters,"Comedy, Fantasy, Romance",6.8,65636.0,1,0,0,4
The Internship,58000000,44672764,2013,6,7,The Internship,54.0,34.0,119.0,Vince Vaughn,Owen Wilson,Josh Gad,tt2234155,42.0,English,Shawn Levy,Comedy,6.4,85588.0,1,0,0,4
The Flintstones in Viva Rock Vegas,58000000,35231365,2000,4,28,The Flintstones in Viva Rock Vegas,20.0,25.0,90.0,Mark Addy,Stephen Baldwin,Kristen Johnston,tt0158622,27.0,English,Brian Levant,"Comedy, Family, Romance",3.5,11955.0,1,0,0,4
Leatherheads,58000000,31373938,2008,4,4,Leatherheads,38.0,52.0,114.0,George Clooney,Renee Zellweger,John Krasinski,tt0379865,56.0,"English, German",George Clooney,"Comedy, Drama, Romance",6.1,24289.0,1,0,0,4
Did You Hear About the Morgans?,58000000,29580087,2009,12,18,Did You Hear About the Morgans?,27.0,12.0,104.0,Hugh Grant,Sarah Jessica Parker,Sam Elliott,tt1314228,27.0,"English, Ukrainian, Italian, Spanish",Marc Lawrence,"Comedy, Drama, Romance",4.6,23714.0,1,0,0,4
Sex and the City,57500000,152647258,2008,5,30,Sex and the City,77.0,49.0,142.0,Sarah Jessica Parker,Kim Cattrall,Kristin Davis,tt1000774,53.0,English,Michael Patrick King,"Comedy, Drama, Romance",5.4,82751.0,0,1,0,4
Resident Evil: Afterlife 3D,57500000,60128566,2010,9,10,Resident Evil: Afterlife,49.0,23.0,97.0,Milla Jovovich,Ali Larter,Kim Coates,tt1220634,37.0,"English, Japanese, Spanish",Paul W.S. Anderson,"Action, Adventure, Horror",5.9,104331.0,0,1,0,4
Devil's Advocate,57000000,61007424,1997,10,17,The Devil's Advocate,80.0,66.0,130.0,Keanu Reeves,Al Pacino,Charlize Theron,tt0118971,60.0,"English, German, Italian, Mandarin, Spanish",Taylor Hackford,"Drama, Mystery, Thriller",7.5,198065.0,0,1,0,4
